"","zip","childcare_programs","licensed_capacity","programs_accepting_subsidies","children_under_six","month","year"
"3110","64014",12,644,3,1531,"September","2022"
"3111","64015",15,1026,8,1893,"September","2022"
"3112","64016",2,67,1,347,"September","2022"
"3113","64024",5,392,2,792,"September","2022"
"3114","64029",7,560,5,1516,"September","2022"
"3115","64030",16,1229,6,1412,"September","2022"
"3116","64034",4,216,3,590,"September","2022"
"3117","64037",3,102,2,225,"September","2022"
"3118","64040",5,161,1,146,"September","2022"
"3119","64048",1,10,1,181,"September","2022"
"3120","64050",12,743,8,926,"September","2022"
"3121","64052",5,254,5,1387,"September","2022"
"3122","64053",1,60,1,507,"September","2022"
"3123","64054",1,45,1,494,"September","2022"
"3124","64055",11,812,8,1258,"September","2022"
"3125","64056",5,316,5,1773,"September","2022"
"3126","64057",7,658,4,476,"September","2022"
"3127","64060",7,592,2,949,"September","2022"
"3128","64062",2,57,NA,318,"September","2022"
"3129","64063",17,1288,3,1468,"September","2022"
"3130","64064",8,988,2,1808,"September","2022"
"3131","64067",5,189,1,272,"September","2022"
"3132","64068",20,1583,8,2207,"September","2022"
"3133","64070",1,8,NA,338,"September","2022"
"3134","64075",6,373,5,911,"September","2022"
"3135","64076",3,278,2,416,"September","2022"
"3136","64078",2,177,1,465,"September","2022"
"3137","64079",8,592,5,830,"September","2022"
"3138","64080",3,283,1,875,"September","2022"
"3139","64081",11,1232,4,1034,"September","2022"
"3140","64082",7,581,2,1267,"September","2022"
"3141","64083",13,1278,5,1730,"September","2022"
"3142","64085",7,132,1,677,"September","2022"
"3143","64086",13,947,4,1239,"September","2022"
"3144","64089",7,518,3,682,"September","2022"
"3145","64093",12,517,6,1521,"September","2022"
"3146","64096",1,32,1,86,"September","2022"
"3147","64097",1,40,NA,67,"September","2022"
"3148","64105",2,340,1,53,"September","2022"
"3149","64106",5,376,3,1104,"September","2022"
"3150","64108",6,572,1,491,"September","2022"
"3151","64109",9,1413,4,771,"September","2022"
"3152","64110",6,363,5,1567,"September","2022"
"3153","64111",11,1362,4,475,"September","2022"
"3154","64112",1,67,NA,542,"September","2022"
"3155","64113",6,534,1,923,"September","2022"
"3156","64114",14,1878,3,1478,"September","2022"
"3157","64116",2,264,2,644,"September","2022"
"3158","64117",5,398,3,734,"September","2022"
"3159","64118",14,1059,4,2850,"September","2022"
"3160","64119",6,487,3,1763,"September","2022"
"3161","64120",1,60,NA,432,"September","2022"
"3162","64123",4,446,1,660,"September","2022"
"3163","64124",5,309,3,1125,"September","2022"
"3164","64126",1,150,NA,476,"September","2022"
"3165","64127",13,1288,8,1215,"September","2022"
"3166","64128",11,324,8,588,"September","2022"
"3167","64129",4,196,3,445,"September","2022"
"3168","64130",15,1542,12,1219,"September","2022"
"3169","64131",15,1015,11,1589,"September","2022"
"3170","64132",15,896,10,858,"September","2022"
"3171","64133",11,490,8,2096,"September","2022"
"3172","64134",17,1257,12,2537,"September","2022"
"3173","64136",1,99,1,109,"September","2022"
"3174","64137",4,619,1,988,"September","2022"
"3175","64138",15,1098,8,1271,"September","2022"
"3176","64145",2,281,NA,130,"September","2022"
"3177","64149",1,100,NA,153,"September","2022"
"3178","64150",1,124,NA,198,"September","2022"
"3179","64151",7,768,4,1204,"September","2022"
"3180","64152",6,254,1,1566,"September","2022"
"3181","64153",3,104,NA,234,"September","2022"
"3182","64154",3,255,1,704,"September","2022"
"3183","64155",13,1018,3,1321,"September","2022"
"3184","64156",2,50,2,475,"September","2022"
"3185","64157",2,266,1,1490,"September","2022"
"3186","64158",4,440,1,201,"September","2022"
"3187","64161",1,304,1,10,"September","2022"
"3188","64402",3,97,1,146,"September","2022"
"3189","64424",3,50,NA,242,"September","2022"
"3190","64429",4,150,1,313,"September","2022"
"3191","64444",1,48,NA,40,"September","2022"
"3192","64448",2,30,NA,296,"September","2022"
"3193","64454",3,114,2,111,"September","2022"
"3194","64456",1,20,NA,165,"September","2022"
"3195","64463",2,58,1,112,"September","2022"
"3196","64465",3,89,2,190,"September","2022"
"3197","64466",1,20,NA,8,"September","2022"
"3198","64468",7,358,4,478,"September","2022"
"3199","64469",1,20,NA,92,"September","2022"
"3200","64470",1,20,NA,266,"September","2022"
"3201","64476",1,20,NA,593,"September","2022"
"3202","64477",2,40,NA,101,"September","2022"
"3203","64482",1,40,NA,592,"September","2022"
"3204","64485",6,250,1,466,"September","2022"
"3205","64489",2,30,NA,181,"September","2022"
"3206","64501",6,286,4,1074,"September","2022"
"3207","64503",6,199,5,1022,"September","2022"
"3208","64504",3,50,1,999,"September","2022"
"3209","64505",3,130,1,695,"September","2022"
"3210","64506",7,411,4,1005,"September","2022"
"3211","64507",9,415,5,1333,"September","2022"
"3212","64601",12,401,5,526,"September","2022"
"3213","64628",5,115,1,333,"September","2022"
"3214","64633",7,219,2,1173,"September","2022"
"3215","64640",1,99,NA,201,"September","2022"
"3216","64644",4,80,1,217,"September","2022"
"3217","64648",1,30,1,59,"September","2022"
"3218","64658",3,20,1,219,"September","2022"
"3219","64659",1,10,NA,48,"September","2022"
"3220","64673",1,10,NA,125,"September","2022"
"3221","64683",4,117,2,373,"September","2022"
"3222","64701",8,306,3,906,"September","2022"
"3223","64720",3,80,1,266,"September","2022"
"3224","64724",2,60,1,162,"September","2022"
"3225","64725",3,94,1,122,"September","2022"
"3226","64730",3,52,2,459,"September","2022"
"3227","64735",6,408,4,561,"September","2022"
"3228","64742",1,20,NA,76,"September","2022"
"3229","64744",5,114,2,235,"September","2022"
"3230","64747",1,30,1,298,"September","2022"
"3231","64752",1,20,NA,373,"September","2022"
"3232","64755",1,45,1,1022,"September","2022"
"3233","64759",9,196,2,393,"September","2022"
"3234","64761",2,96,2,40,"September","2022"
"3235","64772",12,335,4,1281,"September","2022"
"3236","64801",13,681,9,2006,"September","2022"
"3237","64804",22,1277,14,1791,"September","2022"
"3238","64831",4,92,1,289,"September","2022"
"3239","64834",6,268,2,778,"September","2022"
"3240","64835",1,60,1,101,"September","2022"
"3241","64836",7,360,2,1410,"September","2022"
"3242","64840",1,20,1,277,"September","2022"
"3243","64844",3,82,2,368,"September","2022"
"3244","64850",13,525,5,1281,"September","2022"
"3245","64854",2,84,1,192,"September","2022"
"3246","64861",1,19,NA,30,"September","2022"
"3247","64862",3,113,2,640,"September","2022"
"3248","64865",7,170,3,317,"September","2022"
"3249","64870",10,386,4,1181,"September","2022"
"3250","65010",10,317,1,243,"September","2022"
"3251","65013",2,40,1,68,"September","2022"
"3252","65014",1,20,NA,240,"September","2022"
"3253","65016",2,20,NA,74,"September","2022"
"3254","65018",14,268,5,387,"September","2022"
"3255","65020",11,480,7,534,"September","2022"
"3256","65024",1,10,NA,30,"September","2022"
"3257","65026",6,135,NA,564,"September","2022"
"3258","65035",1,10,NA,247,"September","2022"
"3259","65037",1,28,1,124,"September","2022"
"3260","65038",1,70,1,NA,"September","2022"
"3261","65039",1,10,NA,212,"September","2022"
"3262","65041",4,78,1,253,"September","2022"
"3263","65043",6,301,4,543,"September","2022"
"3264","65049",4,154,3,467,"September","2022"
"3265","65051",8,120,2,190,"September","2022"
"3266","65052",2,87,NA,87,"September","2022"
"3267","65054",4,173,2,62,"September","2022"
"3268","65059",1,20,NA,53,"September","2022"
"3269","65063",4,110,2,620,"September","2022"
"3270","65065",4,338,3,284,"September","2022"
"3271","65066",5,150,2,209,"September","2022"
"3272","65074",1,20,NA,143,"September","2022"
"3273","65075",2,20,NA,83,"September","2022"
"3274","65076",1,20,NA,57,"September","2022"
"3275","65078",1,14,NA,110,"September","2022"
"3276","65081",2,97,1,116,"September","2022"
"3277","65082",1,20,NA,116,"September","2022"
"3278","65084",1,88,1,296,"September","2022"
"3279","65085",1,58,1,586,"September","2022"
"3280","65101",30,1818,16,1807,"September","2022"
"3281","65109",28,1443,8,2743,"September","2022"
"3282","65201",34,1755,17,1850,"September","2022"
"3283","65202",41,1362,25,3185,"September","2022"
"3284","65203",56,3101,26,3694,"September","2022"
"3285","65211",1,80,1,NA,"September","2022"
"3286","65231",2,20,NA,159,"September","2022"
"3287","65233",11,338,6,816,"September","2022"
"3288","65236",2,52,NA,90,"September","2022"
"3289","65240",7,171,NA,561,"September","2022"
"3290","65248",7,124,2,307,"September","2022"
"3291","65251",11,411,7,765,"September","2022"
"3292","65254",2,30,1,162,"September","2022"
"3293","65255",7,302,2,1018,"September","2022"
"3294","65256",2,80,1,70,"September","2022"
"3295","65259",2,30,2,189,"September","2022"
"3296","65261",1,10,NA,95,"September","2022"
"3297","65262",1,60,1,218,"September","2022"
"3298","65265",11,244,4,920,"September","2022"
"3299","65270",12,514,9,1048,"September","2022"
"3300","65275",4,114,2,243,"September","2022"
"3301","65281",5,78,1,153,"September","2022"
"3302","65284",1,44,1,279,"September","2022"
"3303","65301",22,1165,15,1857,"September","2022"
"3304","65325",4,115,1,394,"September","2022"
"3305","65327",1,10,NA,25,"September","2022"
"3306","65332",1,60,1,220,"September","2022"
"3307","65336",6,233,1,328,"September","2022"
"3308","65337",1,60,1,179,"September","2022"
"3309","65338",2,60,2,140,"September","2022"
"3310","65340",8,174,1,886,"September","2022"
"3311","65350",1,60,1,127,"September","2022"
"3312","65355",3,126,2,319,"September","2022"
"3313","65360",1,20,1,120,"September","2022"
"3314","65401",12,757,6,1459,"September","2022"
"3315","65409",1,96,1,NA,"September","2022"
"3316","65441",2,30,NA,321,"September","2022"
"3317","65452",1,40,1,585,"September","2022"
"3318","65453",4,241,2,353,"September","2022"
"3319","65459",3,40,NA,1021,"September","2022"
"3320","65483",3,89,2,226,"September","2022"
"3321","65486",5,112,NA,165,"September","2022"
"3322","65536",11,462,8,1501,"September","2022"
"3323","65542",5,110,1,139,"September","2022"
"3324","65548",2,80,2,212,"September","2022"
"3325","65556",1,26,NA,327,"September","2022"
"3326","65559",3,50,NA,581,"September","2022"
"3327","65560",7,272,4,735,"September","2022"
"3328","65565",3,74,3,202,"September","2022"
"3329","65567",1,40,NA,86,"September","2022"
"3330","65570",1,20,NA,53,"September","2022"
"3331","65571",1,48,1,14,"September","2022"
"3332","65582",3,40,1,96,"September","2022"
"3333","65583",8,584,4,600,"September","2022"
"3334","65584",4,189,1,487,"September","2022"
"3335","65588",2,128,NA,237,"September","2022"
"3336","65605",6,100,4,515,"September","2022"
"3337","65606",2,70,2,154,"September","2022"
"3338","65608",3,114,2,749,"September","2022"
"3339","65609",1,15,1,196,"September","2022"
"3340","65611",1,20,NA,226,"September","2022"
"3341","65613",9,390,5,898,"September","2022"
"3342","65616",11,485,5,1332,"September","2022"
"3343","65617",2,94,2,0,"September","2022"
"3344","65619",2,142,1,315,"September","2022"
"3345","65622",6,287,3,450,"September","2022"
"3346","65625",4,74,3,383,"September","2022"
"3347","65629",1,40,NA,25,"September","2022"
"3348","65631",4,148,2,400,"September","2022"
"3349","65632",1,10,NA,96,"September","2022"
"3350","65633",2,30,1,225,"September","2022"
"3351","65646",1,20,1,17,"September","2022"
"3352","65647",1,10,NA,74,"September","2022"
"3353","65648",2,184,2,146,"September","2022"
"3354","65653",3,40,1,154,"September","2022"
"3355","65655",2,35,2,8,"September","2022"
"3356","65661",1,15,NA,85,"September","2022"
"3357","65662",1,20,1,915,"September","2022"
"3358","65668",3,72,2,47,"September","2022"
"3359","65672",1,28,1,493,"September","2022"
"3360","65680",1,20,NA,185,"September","2022"
"3361","65686",1,30,NA,84,"September","2022"
"3362","65689",2,119,2,262,"September","2022"
"3363","65704",4,120,3,898,"September","2022"
"3364","65706",6,406,4,812,"September","2022"
"3365","65708",6,220,4,777,"September","2022"
"3366","65711",7,171,5,404,"September","2022"
"3367","65712",4,220,1,666,"September","2022"
"3368","65713",1,20,NA,138,"September","2022"
"3369","65714",18,1195,5,1868,"September","2022"
"3370","65721",11,1007,8,1650,"September","2022"
"3371","65723",1,10,1,149,"September","2022"
"3372","65725",1,10,1,82,"September","2022"
"3373","65737",2,108,1,178,"September","2022"
"3374","65738",14,525,9,1336,"September","2022"
"3375","65742",1,73,1,821,"September","2022"
"3376","65746",3,93,1,211,"September","2022"
"3377","65747",1,83,1,310,"September","2022"
"3378","65753",1,52,1,302,"September","2022"
"3379","65757",2,165,2,283,"September","2022"
"3380","65759",1,10,1,144,"September","2022"
"3381","65775",9,479,8,1439,"September","2022"
"3382","65781",3,78,1,506,"September","2022"
"3383","65785",2,56,NA,204,"September","2022"
"3384","65791",2,51,2,863,"September","2022"
"3385","65793",4,80,3,123,"September","2022"
"3386","65802",17,1124,12,2611,"September","2022"
"3387","65803",13,852,4,1697,"September","2022"
"3388","65804",30,2342,9,1951,"September","2022"
"3389","65806",8,422,3,482,"September","2022"
"3390","65807",40,2710,19,2526,"September","2022"
"3391","65809",1,154,NA,529,"September","2022"
"3392","65810",7,414,1,696,"September","2022"
"3393","65897",1,40,1,0,"September","2022"
"3394","63005",5,839,2,844,"March","2023"
"3395","63010",15,1122,6,2100,"March","2023"
"3396","63011",13,1895,4,2577,"March","2023"
"3397","63012",2,103,1,1106,"March","2023"
"3398","63013",2,40,1,26,"March","2023"
"3399","63016",1,49,1,269,"March","2023"
"3400","63017",15,1413,5,1710,"March","2023"
"3401","63019",1,75,1,281,"March","2023"
"3402","63020",5,364,3,1196,"March","2023"
"3403","63021",8,1009,5,3484,"March","2023"
"3404","63023",1,41,NA,280,"March","2023"
"3405","63025",6,552,3,1677,"March","2023"
"3406","63026",7,620,5,2353,"March","2023"
"3407","63028",5,360,3,1788,"March","2023"
"3408","63031",22,1188,17,2635,"March","2023"
"3409","63033",26,934,20,2565,"March","2023"
"3410","63034",10,382,6,1090,"March","2023"
"3411","63037",2,110,2,119,"March","2023"
"3412","63038",2,223,NA,933,"March","2023"
"3413","63039",2,116,NA,103,"March","2023"
"3414","63040",2,212,1,1045,"March","2023"
"3415","63042",14,926,13,1402,"March","2023"
"3416","63043",7,610,4,1298,"March","2023"
"3417","63044",5,291,3,822,"March","2023"
"3418","63045",1,102,NA,50,"March","2023"
"3419","63047",1,46,NA,0,"March","2023"
"3420","63049",7,403,3,1031,"March","2023"
"3421","63050",8,550,8,1012,"March","2023"
"3422","63051",6,215,4,646,"March","2023"
"3423","63052",6,450,4,1889,"March","2023"
"3424","63055",1,20,1,112,"March","2023"
"3425","63068",5,139,3,573,"March","2023"
"3426","63069",1,10,NA,855,"March","2023"
"3427","63070",2,130,2,435,"March","2023"
"3428","63072",1,20,NA,298,"March","2023"
"3429","63074",8,360,8,1531,"March","2023"
"3430","63077",4,265,3,598,"March","2023"
"3431","63080",9,380,7,868,"March","2023"
"3432","63084",11,370,6,1199,"March","2023"
"3433","63088",2,209,1,410,"March","2023"
"3434","63090",6,473,5,1191,"March","2023"
"3435","63103",8,736,3,1317,"March","2023"
"3436","63104",18,1021,8,2435,"March","2023"
"3437","63105",6,476,1,797,"March","2023"
"3438","63106",10,287,4,1253,"March","2023"
"3439","63107",15,589,11,1010,"March","2023"
"3440","63108",10,396,6,1328,"March","2023"
"3441","63109",9,475,2,1185,"March","2023"
"3442","63110",15,1293,6,1001,"March","2023"
"3443","63111",13,526,7,1712,"March","2023"
"3444","63112",18,797,12,1259,"March","2023"
"3445","63113",17,807,15,369,"March","2023"
"3446","63114",18,1173,14,1688,"March","2023"
"3447","63115",24,744,20,1291,"March","2023"
"3448","63116",17,736,8,2403,"March","2023"
"3449","63117",2,92,1,519,"March","2023"
"3450","63118",25,996,15,1953,"March","2023"
"3451","63119",13,1036,4,2048,"March","2023"
"3452","63120",11,515,10,794,"March","2023"
"3453","63121",20,1402,18,1500,"March","2023"
"3454","63122",17,1625,4,2385,"March","2023"
"3455","63123",7,601,5,2400,"March","2023"
"3456","63124",4,351,NA,1221,"March","2023"
"3457","63125",13,587,6,2323,"March","2023"
"3458","63126",4,455,1,772,"March","2023"
"3459","63127",3,350,2,130,"March","2023"
"3460","63128",15,887,5,1480,"March","2023"
"3461","63129",20,1653,11,1910,"March","2023"
"3462","63130",13,1057,11,1454,"March","2023"
"3463","63131",2,250,1,771,"March","2023"
"3464","63132",3,156,3,1108,"March","2023"
"3465","63133",10,748,9,809,"March","2023"
"3466","63134",12,471,11,1209,"March","2023"
"3467","63135",10,564,8,1037,"March","2023"
"3468","63136",50,3150,40,2555,"March","2023"
"3469","63137",10,608,7,1236,"March","2023"
"3470","63138",13,665,13,1905,"March","2023"
"3471","63139",23,784,6,1390,"March","2023"
"3472","63141",15,2012,4,795,"March","2023"
"3473","63143",5,268,2,739,"March","2023"
"3474","63144",8,642,3,562,"March","2023"
"3475","63146",6,624,5,1410,"March","2023"
"3476","63147",14,576,11,480,"March","2023"
"3477","63301",24,1701,17,2835,"March","2023"
"3478","63303",12,1052,7,2901,"March","2023"
"3479","63304",13,897,7,2431,"March","2023"
"3480","63332",1,20,1,104,"March","2023"
"3481","63334",7,311,3,432,"March","2023"
"3482","63336",1,96,1,45,"March","2023"
"3483","63339",1,20,NA,94,"March","2023"
"3484","63341",1,123,1,118,"March","2023"
"3485","63343",2,40,1,201,"March","2023"
"3486","63345",1,10,1,88,"March","2023"
"3487","63347",1,120,1,124,"March","2023"
"3488","63348",1,48,NA,545,"March","2023"
"3489","63352",2,30,1,68,"March","2023"
"3490","63353",5,203,4,397,"March","2023"
"3491","63357",2,42,1,294,"March","2023"
"3492","63361",2,57,1,266,"March","2023"
"3493","63362",1,60,NA,962,"March","2023"
"3494","63366",19,1356,13,3507,"March","2023"
"3495","63367",8,804,3,1912,"March","2023"
"3496","63368",23,2459,9,3219,"March","2023"
"3497","63376",35,2622,18,4943,"March","2023"
"3498","63377",1,10,NA,197,"March","2023"
"3499","63379",8,524,5,1929,"March","2023"
"3500","63380",1,32,1,81,"March","2023"
"3501","63382",3,62,NA,105,"March","2023"
"3502","63383",10,398,3,952,"March","2023"
"3503","63384",2,30,NA,87,"March","2023"
"3504","63385",14,1268,5,3915,"March","2023"
"3505","63389",1,40,1,594,"March","2023"
"3506","63390",1,40,NA,596,"March","2023"
"3507","63401",16,811,5,1421,"March","2023"
"3508","63435",3,44,NA,323,"March","2023"
"3509","63436",1,20,NA,35,"March","2023"
"3510","63441",1,20,1,45,"March","2023"
"3511","63445",8,90,1,194,"March","2023"
"3512","63448",1,10,NA,53,"March","2023"
"3513","63452",2,58,NA,97,"March","2023"
"3514","63456",3,49,2,380,"March","2023"
"3515","63459",4,82,4,223,"March","2023"
"3516","63461",6,142,2,469,"March","2023"
"3517","63462",1,20,NA,240,"March","2023"
"3518","63468",2,35,1,259,"March","2023"
"3519","63469",1,20,1,31,"March","2023"
"3520","63472",1,20,1,21,"March","2023"
"3521","63501",11,594,5,1037,"March","2023"
"3522","63533",1,10,NA,73,"March","2023"
"3523","63537",3,48,1,180,"March","2023"
"3524","63541",1,28,NA,44,"March","2023"
"3525","63545",1,20,1,75,"March","2023"
"3526","63548",2,20,1,60,"March","2023"
"3527","63552",5,215,5,385,"March","2023"
"3528","63555",5,91,2,219,"March","2023"
"3529","63556",2,40,1,234,"March","2023"
"3530","63559",1,20,NA,230,"March","2023"
"3531","63565",4,70,1,239,"March","2023"
"3532","63601",13,582,11,1089,"March","2023"
"3533","63627",2,119,1,84,"March","2023"
"3534","63628",3,146,1,714,"March","2023"
"3535","63631",1,10,1,32,"March","2023"
"3536","63638",3,66,1,141,"March","2023"
"3537","63640",17,932,9,1497,"March","2023"
"3538","63645",4,106,1,747,"March","2023"
"3539","63650",1,40,NA,186,"March","2023"
"3540","63653",2,40,1,160,"March","2023"
"3541","63655",1,50,1,54,"March","2023"
"3542","63660",1,150,NA,250,"March","2023"
"3543","63664",6,253,6,526,"March","2023"
"3544","63670",10,250,3,941,"March","2023"
"3545","63701",10,799,6,2186,"March","2023"
"3546","63703",6,388,6,464,"March","2023"
"3547","63730",1,20,NA,267,"March","2023"
"3548","63735",1,60,NA,42,"March","2023"
"3549","63740",4,198,2,431,"March","2023"
"3550","63755",9,351,5,1764,"March","2023"
"3551","63764",4,159,1,295,"March","2023"
"3552","63769",1,20,NA,90,"March","2023"
"3553","63771",1,42,1,156,"March","2023"
"3554","63775",16,534,8,1027,"March","2023"
"3555","63780",3,102,3,381,"March","2023"
"3556","63787",1,20,1,0,"March","2023"
"3557","63801",25,691,13,1528,"March","2023"
"3558","63822",1,20,1,95,"March","2023"
"3559","63825",2,34,1,175,"March","2023"
"3560","63827",1,10,NA,46,"March","2023"
"3561","63829",1,41,NA,100,"March","2023"
"3562","63830",3,166,2,392,"March","2023"
"3563","63834",1,80,NA,250,"March","2023"
"3564","63837",1,23,1,93,"March","2023"
"3565","63841",9,331,6,786,"March","2023"
"3566","63845",2,108,1,184,"March","2023"
"3567","63848",2,30,2,60,"March","2023"
"3568","63851",4,144,3,244,"March","2023"
"3569","63852",1,20,1,55,"March","2023"
"3570","63857",10,370,5,592,"March","2023"
"3571","63862",1,10,1,132,"March","2023"
"3572","63863",3,163,2,417,"March","2023"
"3573","63867",1,10,1,68,"March","2023"
"3574","63869",3,123,1,162,"March","2023"
"3575","63870",1,60,NA,39,"March","2023"
"3576","63873",4,77,1,318,"March","2023"
"3577","63876",2,128,NA,174,"March","2023"
"3578","63877",2,80,NA,210,"March","2023"
"3579","63878",1,10,1,8,"March","2023"
"3580","63901",19,1062,13,2222,"March","2023"
"3581","63932",2,40,1,19,"March","2023"
"3582","63933",1,14,NA,285,"March","2023"
"3583","63935",5,123,3,467,"March","2023"
"3584","63937",1,26,NA,135,"March","2023"
"3585","63944",3,68,3,29,"March","2023"
"3586","63954",1,19,NA,29,"March","2023"
"3587","63957",3,170,2,270,"March","2023"
"3588","63960",3,50,1,266,"March","2023"
"3589","63965",1,16,NA,94,"March","2023"
"3590","64012",13,870,7,1771,"March","2023"
"3591","64014",12,644,3,2650,"March","2023"
"3592","64015",15,1043,7,2325,"March","2023"
"3593","64016",1,28,NA,334,"March","2023"
"3594","64024",5,392,2,750,"March","2023"
"3595","64029",7,560,6,1415,"March","2023"
"3596","64030",16,1233,5,1859,"March","2023"
"3597","64034",4,216,3,518,"March","2023"
"3598","64037",3,102,2,235,"March","2023"
"3599","64040",5,161,1,319,"March","2023"
"3600","64048",1,10,1,293,"March","2023"
"3601","64050",12,743,8,1182,"March","2023"
"3602","64052",5,254,5,1272,"March","2023"
"3603","64053",1,60,1,402,"March","2023"
"3604","64054",1,45,1,296,"March","2023"
"3605","64055",12,825,9,2065,"March","2023"
"3606","64056",5,316,5,1737,"March","2023"
"3607","64057",7,658,4,862,"March","2023"
"3608","64060",7,592,2,907,"March","2023"
"3609","64062",2,57,NA,391,"March","2023"
"3610","64063",17,1288,6,1510,"March","2023"
"3611","64064",7,814,3,1596,"March","2023"
"3612","64067",5,189,1,446,"March","2023"
"3613","64068",20,1596,8,2507,"March","2023"
"3614","64070",1,8,NA,164,"March","2023"
"3615","64075",6,367,5,698,"March","2023"
"3616","64076",3,278,3,707,"March","2023"
"3617","64077",1,10,NA,106,"March","2023"
"3618","64078",2,177,1,612,"March","2023"
"3619","64079",8,592,5,931,"March","2023"
"3620","64080",3,283,1,939,"March","2023"
"3621","64081",12,1242,8,1916,"March","2023"
"3622","64082",6,611,4,1410,"March","2023"
"3623","64083",11,1173,5,1666,"March","2023"
"3624","64085",7,132,1,544,"March","2023"
"3625","64086",12,847,7,1707,"March","2023"
"3626","64089",7,518,3,1193,"March","2023"
"3627","64093",12,517,6,1780,"March","2023"
"3628","64096",1,32,1,103,"March","2023"
"3629","64097",1,40,NA,68,"March","2023"
"3630","64105",2,340,1,46,"March","2023"
"3631","64106",5,399,4,894,"March","2023"
"3632","64108",6,572,2,279,"March","2023"
"3633","64109",9,1413,4,655,"March","2023"
"3634","64110",6,399,5,869,"March","2023"
"3635","64111",10,1311,4,595,"March","2023"
"3636","64112",1,78,NA,117,"March","2023"
"3637","64113",6,534,1,1237,"March","2023"
"3638","64114",14,1937,3,1548,"March","2023"
"3639","64116",2,264,2,658,"March","2023"
"3640","64117",4,286,3,1065,"March","2023"
"3641","64118",12,1039,5,3568,"March","2023"
"3642","64119",7,555,3,2137,"March","2023"
"3643","64123",4,446,1,810,"March","2023"
"3644","64124",5,309,3,1085,"March","2023"
"3645","64126",1,150,NA,321,"March","2023"
"3646","64127",13,1288,9,1785,"March","2023"
"3647","64128",11,324,8,514,"March","2023"
"3648","64129",3,186,2,548,"March","2023"
"3649","64130",16,1624,13,1173,"March","2023"
"3650","64131",14,1011,12,2105,"March","2023"
"3651","64132",16,986,11,822,"March","2023"
"3652","64133",10,442,7,2519,"March","2023"
"3653","64134",17,1223,12,2375,"March","2023"
"3654","64136",2,133,1,74,"March","2023"
"3655","64137",4,619,1,1028,"March","2023"
"3656","64138",14,1088,7,1381,"March","2023"
"3657","64145",2,281,NA,225,"March","2023"
"3658","64149",1,100,NA,59,"March","2023"
"3659","64150",1,124,NA,383,"March","2023"
"3660","64151",7,768,4,1543,"March","2023"
"3661","64152",6,254,1,2206,"March","2023"
"3662","64153",3,174,NA,318,"March","2023"
"3663","64154",3,255,1,893,"March","2023"
"3664","64155",14,1020,3,2079,"March","2023"
"3665","64156",2,80,2,396,"March","2023"
"3666","64157",2,266,1,1623,"March","2023"
"3667","64158",4,520,1,280,"March","2023"
"3668","64161",1,304,1,19,"March","2023"
"3669","64402",3,97,1,216,"March","2023"
"3670","64424",3,50,NA,218,"March","2023"
"3671","64429",4,150,1,406,"March","2023"
"3672","64444",1,48,NA,52,"March","2023"
"3673","64448",2,30,NA,42,"March","2023"
"3674","64454",3,114,2,187,"March","2023"
"3675","64456",1,20,NA,79,"March","2023"
"3676","64463",2,58,1,95,"March","2023"
"3677","64465",2,79,1,140,"March","2023"
"3678","64466",1,20,NA,15,"March","2023"
"3679","64468",7,358,3,719,"March","2023"
"3680","64469",1,20,NA,133,"March","2023"
"3681","64470",1,20,NA,108,"March","2023"
"3682","64476",1,20,NA,8,"March","2023"
"3683","64477",2,40,NA,207,"March","2023"
"3684","64482",1,40,NA,77,"March","2023"
"3685","64485",5,218,1,548,"March","2023"
"3686","64489",2,30,NA,181,"March","2023"
"3687","64501",6,286,4,764,"March","2023"
"3688","64503",6,199,5,836,"March","2023"
"3689","64504",3,50,2,676,"March","2023"
"3690","64505",5,172,2,789,"March","2023"
"3691","64506",7,411,5,970,"March","2023"
"3692","64507",9,415,6,1385,"March","2023"
"3693","64601",13,441,6,580,"March","2023"
"3694","64628",5,115,1,313,"March","2023"
"3695","64633",7,219,2,309,"March","2023"
"3696","64640",1,99,NA,207,"March","2023"
"3697","64644",4,80,1,227,"March","2023"
"3698","64648",1,30,1,313,"March","2023"
"3699","64658",3,20,1,213,"March","2023"
"3700","64659",1,10,NA,41,"March","2023"
"3701","64673",1,10,NA,226,"March","2023"
"3702","64683",4,117,2,552,"March","2023"
"3703","64701",8,322,3,1102,"March","2023"
"3704","64720",3,80,1,477,"March","2023"
"3705","64724",2,60,1,117,"March","2023"
"3706","64725",2,56,NA,181,"March","2023"
"3707","64730",3,52,2,373,"March","2023"
"3708","64735",5,356,4,765,"March","2023"
"3709","64742",1,20,NA,98,"March","2023"
"3710","64744",4,86,2,543,"March","2023"
"3711","64752",1,20,NA,53,"March","2023"
"3712","64755",1,45,1,276,"March","2023"
"3713","64759",8,180,2,556,"March","2023"
"3714","64761",2,96,2,111,"March","2023"
"3715","64772",12,318,4,812,"March","2023"
"3716","64801",12,647,8,1982,"March","2023"
"3717","64804",22,1257,14,2412,"March","2023"
"3718","64831",4,92,1,513,"March","2023"
"3719","64834",6,268,2,778,"March","2023"
"3720","64835",1,32,1,135,"March","2023"
"3721","64836",7,360,2,1715,"March","2023"
"3722","64840",1,20,1,256,"March","2023"
"3723","64844",3,82,2,340,"March","2023"
"3724","64850",13,525,7,1619,"March","2023"
"3725","64854",2,84,1,400,"March","2023"
"3726","64861",1,19,NA,81,"March","2023"
